,date,time,home_team_name,guest_team_name,competition,saison,gameday,home_coach,guest_coach,home_goals,guest_goals
1152,2011-08-23,18:30,TSV Hartberg,FC Lustenau,2. Liga,2011/12,9,Kurt Garger,Hans Kogler,2,0
1153,2011-08-23,18:30,First Vienna FC,FC Blau Weiß Linz,2. Liga,2011/12,9,Alfred Tatar,Thomas Weissenböck,0,0
1154,2011-08-23,18:30,SC Austria Lustenau,SKN St. Pölten,2. Liga,2011/12,9,Helgi Kolvidsson,Martin Scherb,1,1
1155,2011-08-24,20:45,SK Sturm Graz,BATE Borisov,UEFA Champions League-Qualifikation,2011/12,Qualifikationsrunde - Rückspiele,Franco Foda,?,0,2
1156,2011-08-25,18:45,PSV Eindhoven,SV Ried,Europa League,2011/12,Qualifikationsrunde - Rückspiele,?,Paul Gludovatz,5,0
1157,2011-08-25,19:00,Gaz Metan Medias,FK Austria Wien,Europa League,2011/12,Qualifikationsrunde - Rückspiele,?,Karl Daxbacher,1,0
1158,2011-08-25,21:05,Red Bull Salzburg,Omonia Nikosia,Europa League,2011/12,Qualifikationsrunde - Rückspiele,Ricardo Moniz,?,1,0
1159,2011-08-26,18:30,SC Austria Lustenau,SV Grödig,2. Liga,2011/12,10,Helgi Kolvidsson,Heimo Pfeifenberger,0,0
1160,2011-08-26,18:30,LASK,FC Lustenau,2. Liga,2011/12,10,Walter Schachner,Hans Kogler,2,1
1161,2011-08-26,18:30,WAC - St. Andrä,SKN St. Pölten,2. Liga,2011/12,10,Nenad Bjelica,Martin Scherb,1,1
1162,2011-08-26,18:30,TSV Hartberg,FC Blau Weiß Linz,2. Liga,2011/12,10,Kurt Garger,Thomas Weissenböck,1,1
1163,2011-08-26,19:00,Union Vöcklamarkt,Grazer AK,Regionalliga Mitte,2011/12,4,?,Ales Ceh,2,5
1164,2011-08-26,19:30,SV Horn,FK Austria Wien Amateure,Regionalliga Ost,2011/12,4,Michael Streiter,?,3,0
1165,2011-08-26,20:30,First Vienna FC,SC Rheindorf Altach,2. Liga,2011/12,10,Alfred Tatar,Adi Hütter,0,1
1166,2011-08-27,17:00,SC Bregenz,WSG Wattens,Regionalliga West,2011/12,6,?,Roland Kirchler,0,2
1167,2011-08-27,18:30,SV Mattersburg,FC Wacker Innsbruck,Bundesliga,2011/12,6,Franz Lederer,Walter Kogler,1,1
1168,2011-08-27,18:30,SK Sturm Graz,SC Wiener Neustadt,Bundesliga,2011/12,6,Franco Foda,Peter Stöger,5,0
1169,2011-08-28,16:00,SV Ried,SV Kapfenberg,Bundesliga,2011/12,6,Paul Gludovatz,Werner Gregoritsch,1,0
1170,2011-08-28,16:00,Red Bull Salzburg,SK Rapid Wien,Bundesliga,2011/12,6,Ricardo Moniz,Peter Schöttel,0,0
1171,2011-08-28,18:30,FK Austria Wien,FC Admira Wacker Mödling,Bundesliga,2011/12,6,Karl Daxbacher,Dietmar Kühbauer,2,4
1172,2011-09-02,18:30,SK Rapid Wien II,SV Horn,Regionalliga Ost,2011/12,5,?,Michael Streiter,1,1
1173,2011-09-02,19:00,WSG Wattens,SC Rheindorf Altach Juniors,Regionalliga West,2011/12,7,Roland Kirchler,?,0,0
1174,2011-09-04,16:30,Grazer AK,FC Gratkorn,Regionalliga Mitte,2011/12,5,Ales Ceh,?,3,0
1175,2011-09-09,18:30,FC Lustenau,First Vienna FC,2. Liga,2011/12,11,Hans Kogler,Alfred Tatar,4,1
1176,2011-09-09,18:30,SKN St. Pölten,LASK,2. Liga,2011/12,11,Martin Scherb,Walter Schachner,2,2
1177,2011-09-09,18:30,FC Blau Weiß Linz,SC Austria Lustenau,2. Liga,2011/12,11,Thomas Weissenböck,Helgi Kolvidsson,2,1
1178,2011-09-09,18:30,SC Rheindorf Altach,TSV Hartberg,2. Liga,2011/12,11,Adi Hütter,Kurt Garger,4,2
1179,2011-09-09,19:30,SV Horn,SC Columbia Floridsdorf,Regionalliga Ost,2011/12,6,Michael Streiter,?,8,0
1180,2011-09-09,20:30,SV Grödig,WAC - St. Andrä,2. Liga,2011/12,11,Heimo Pfeifenberger,Nenad Bjelica,3,3
1181,2011-09-10,16:00,FC Wacker Innsbruck,SV Ried,Bundesliga,2011/12,7,Walter Kogler,Paul Gludovatz,0,5
1182,2011-09-10,16:00,FC Pinzgau Saalfelden,WSG Wattens,Regionalliga West,2011/12,8,?,Roland Kirchler,1,3
1183,2011-09-10,16:30,SAK Klagenfurt,Grazer AK,Regionalliga Mitte,2011/12,6,?,Ales Ceh,0,3
1184,2011-09-10,18:30,SK Rapid Wien,SV Mattersburg,Bundesliga,2011/12,7,Peter Schöttel,Franz Lederer,1,1
1185,2011-09-10,18:30,FC Admira Wacker Mödling,SK Sturm Graz,Bundesliga,2011/12,7,Dietmar Kühbauer,Franco Foda,4,2
1186,2011-09-10,18:30,SV Kapfenberg,Red Bull Salzburg,Bundesliga,2011/12,7,Werner Gregoritsch,Ricardo Moniz,1,3
1187,2011-09-11,16:00,SC Wiener Neustadt,FK Austria Wien,Bundesliga,2011/12,7,Peter Stöger,Karl Daxbacher,1,1
1188,2011-09-15,19:00,FC Paris Saint-Germain,Red Bull Salzburg,Europa League,2011/12,Gruppe F,?,Ricardo Moniz,3,1
1189,2011-09-15,21:05,FK Austria Wien,Metalist Kharkiv,Europa League,2011/12,Gruppe G,Karl Daxbacher,?,1,2
1190,2011-09-15,21:45,SK Sturm Graz,Lokomotiv Moskau,Europa League,2011/12,Gruppe L,Franco Foda,?,1,2
1191,2011-09-16,18:30,SKN St. Pölten,SV Grödig,2. Liga,2011/12,12,Martin Scherb,Heimo Pfeifenberger,2,0
1192,2011-09-16,18:30,LASK,FC Blau Weiß Linz,2. Liga,2011/12,12,Walter Schachner,Thomas Weissenböck,1,1
1193,2011-09-16,18:30,WAC - St. Andrä,FC Lustenau,2. Liga,2011/12,12,Nenad Bjelica,Hans Kogler,2,0
1194,2011-09-16,18:30,TSV Hartberg,First Vienna FC,2. Liga,2011/12,12,Kurt Garger,Alfred Tatar,2,0
1195,2011-09-16,19:00,WSG Wattens,USK Anif,Regionalliga West,2011/12,9,Roland Kirchler,?,3,2
1196,2011-09-16,19:00,FC Wels,Grazer AK,Regionalliga Mitte,2011/12,7,?,Ales Ceh,0,1
1197,2011-09-16,19:00,FAC Team für Wien,SV Horn,Regionalliga Ost,2011/12,7,?,Michael Streiter,0,1
1198,2011-09-16,20:30,SC Austria Lustenau,SC Rheindorf Altach,2. Liga,2011/12,12,Helgi Kolvidsson,Adi Hütter,0,5
1199,2011-09-17,16:00,SV Ried,FC Admira Wacker Mödling,Bundesliga,2011/12,8,Paul Gludovatz,Dietmar Kühbauer,1,1
1200,2011-09-17,18:30,SK Rapid Wien,SV Kapfenberg,Bundesliga,2011/12,8,Peter Schöttel,Werner Gregoritsch,5,1
1201,2011-09-18,16:00,Red Bull Salzburg,SC Wiener Neustadt,Bundesliga,2011/12,8,Ricardo Moniz,Peter Stöger,3,0
1202,2011-09-18,16:00,SK Sturm Graz,FC Wacker Innsbruck,Bundesliga,2011/12,8,Franco Foda,Walter Kogler,1,1
1203,2011-09-18,18:30,SV Mattersburg,FK Austria Wien,Bundesliga,2011/12,8,Franz Lederer,Karl Daxbacher,2,4
1204,2011-09-20,16:30,Union Innsbruck,SC Austria Lustenau,ÖFB-Cup,2011/12,2.Runde,?,Helgi Kolvidsson,0,7
1205,2011-09-20,18:30,FC Dornbirn,SV Grödig,ÖFB-Cup,2011/12,2.Runde,?,Heimo Pfeifenberger,0,2
1206,2011-09-20,18:30,SK Rapid Wien II,WAC - St. Andrä,ÖFB-Cup,2011/12,2.Runde,?,Nenad Bjelica,4,2
1207,2011-09-20,19:00,FK Austria Wien Amateure,LASK,ÖFB-Cup,2011/12,2.Runde,?,Walter Schachner,0,5
1208,2011-09-20,19:00,SC/ESV Parndorf,FC Admira Wacker Mödling,ÖFB-Cup,2011/12,2.Runde,?,Dietmar Kühbauer,0,1
1209,2011-09-20,19:00,Union St. Florian,FC Blau Weiß Linz,ÖFB-Cup,2011/12,2.Runde,?,Thomas Weissenböck,0,2
1210,2011-09-20,19:30,Villacher SV,TSV Hartberg,ÖFB-Cup,2011/12,2.Runde,?,Kurt Garger,1,2
1211,2011-09-20,19:30,ASC Götzendorf,SV Ried,ÖFB-Cup,2011/12,2.Runde,?,Paul Gludovatz,2,3
1212,2011-09-20,19:30,SKU Amstetten,FC Lustenau,ÖFB-Cup,2011/12,2.Runde,?,Hans Kogler,2,4
1213,2011-09-21,16:00,ASK Bad Vöslau,SK Rapid Wien,ÖFB-Cup,2011/12,2.Runde,?,Peter Schöttel,1,4
1214,2011-09-21,16:15,SAK Klagenfurt,Red Bull Salzburg,ÖFB-Cup,2011/12,2.Runde,?,Ricardo Moniz,0,4
1215,2011-09-21,16:30,SVG Reichenau,SV Kapfenberg,ÖFB-Cup,2011/12,2.Runde,?,Werner Gregoritsch,2,1
1216,2011-09-21,19:00,SC Weiz,SK Sturm Graz,ÖFB-Cup,2011/12,2.Runde,?,Franco Foda,0,4
1217,2011-09-21,19:00,Red Bull Juniors Salzburg,SV Mattersburg,ÖFB-Cup,2011/12,2.Runde,?,Franz Lederer,1,1
1218,2011-09-21,19:00,SV Allerheiligen,FK Austria Wien,ÖFB-Cup,2011/12,2.Runde,?,Karl Daxbacher,1,3
1219,2011-09-21,19:30,SV St. Margarethen,FC Wacker Innsbruck,ÖFB-Cup,2011/12,2.Runde,?,Walter Kogler,0,3
1220,2011-09-23,18:30,FC Lustenau,SKN St. Pölten,2. Liga,2011/12,13,Hans Kogler,Martin Scherb,1,2
1221,2011-09-23,18:30,SV Grödig,TSV Hartberg,2. Liga,2011/12,13,Heimo Pfeifenberger,Kurt Garger,2,3
1222,2011-09-23,18:30,FC Blau Weiß Linz,WAC - St. Andrä,2. Liga,2011/12,13,Thomas Weissenböck,Nenad Bjelica,2,2
1223,2011-09-23,18:30,First Vienna FC,SC Austria Lustenau,2. Liga,2011/12,13,Alfred Tatar,Helgi Kolvidsson,2,0
1224,2011-09-23,19:00,Grazer AK,LASK Linz II,Regionalliga Mitte,2011/12,8,Ales Ceh,?,4,0
1225,2011-09-23,19:00,FC Kufstein,WSG Wattens,Regionalliga West,2011/12,10,?,Roland Kirchler,0,1
1226,2011-09-23,19:30,SV Horn,Wiener Sportklub,Regionalliga Ost,2011/12,8,Michael Streiter,?,2,2
1227,2011-09-23,20:30,SC Rheindorf Altach,LASK,2. Liga,2011/12,13,Adi Hütter,Walter Schachner,2,0
1228,2011-09-24,16:00,FC Wacker Innsbruck,SK Rapid Wien,Bundesliga,2011/12,9,Walter Kogler,Peter Schöttel,0,3
1229,2011-09-24,18:30,FK Austria Wien,SK Sturm Graz,Bundesliga,2011/12,9,Karl Daxbacher,Franco Foda,2,1
1230,2011-09-24,18:30,SC Wiener Neustadt,SV Ried,Bundesliga,2011/12,9,Peter Stöger,Paul Gludovatz,2,2
1231,2011-09-24,18:30,SV Kapfenberg,SV Mattersburg,Bundesliga,2011/12,9,Werner Gregoritsch,Franz Lederer,1,0
1232,2011-09-25,16:15,FC Admira Wacker Mödling,Red Bull Salzburg,Bundesliga,2011/12,9,Dietmar Kühbauer,Ricardo Moniz,2,1
1233,2011-09-29,19:00,Malmö FF,FK Austria Wien,Europa League,2011/12,Gruppe G,?,Karl Daxbacher,1,2
1234,2011-09-29,19:00,AEK Athen,SK Sturm Graz,Europa League,2011/12,Gruppe L,?,Franco Foda,1,2
1235,2011-09-29,21:05,Red Bull Salzburg,Slovan Bratislava,Europa League,2011/12,Gruppe F,Ricardo Moniz,?,3,0
1236,2011-09-30,18:30,WAC - St. Andrä,SC Rheindorf Altach,2. Liga,2011/12,14,Nenad Bjelica,Adi Hütter,2,2
1237,2011-09-30,18:30,LASK,First Vienna FC,2. Liga,2011/12,14,Walter Schachner,Alfred Tatar,4,0
1238,2011-09-30,18:30,SV Grödig,FC Lustenau,2. Liga,2011/12,14,Heimo Pfeifenberger,Hans Kogler,1,0
1239,2011-09-30,18:30,SC Austria Lustenau,TSV Hartberg,2. Liga,2011/12,14,Helgi Kolvidsson,Kurt Garger,4,0
1240,2011-09-30,19:00,WSG Wattens,FC Dornbirn,Regionalliga West,2011/12,11,Roland Kirchler,?,0,0
1241,2011-09-30,19:00,Grazer AK,SV Kapfenberg II,Regionalliga Mitte,2011/12,9,Ales Ceh,?,2,0
1242,2011-09-30,20:30,SKN St. Pölten,FC Blau Weiß Linz,2. Liga,2011/12,14,Martin Scherb,Thomas Weissenböck,0,1
1243,2011-10-01,16:00,FC Wacker Innsbruck,SV Kapfenberg,Bundesliga,2011/12,10,Walter Kogler,Werner Gregoritsch,3,1
1244,2011-10-01,18:30,FC Admira Wacker Mödling,SK Rapid Wien,Bundesliga,2011/12,10,Dietmar Kühbauer,Peter Schöttel,4,3
1245,2011-10-01,18:30,SC Wiener Neustadt,SV Mattersburg,Bundesliga,2011/12,10,Peter Stöger,Franz Lederer,1,2
1246,2011-10-02,15:30,FC Admira Wacker Mödling II,SV Horn,Regionalliga Ost,2011/12,9,?,Michael Streiter,0,4
1247,2011-10-02,16:00,FK Austria Wien,Red Bull Salzburg,Bundesliga,2011/12,10,Karl Daxbacher,Ricardo Moniz,3,2
1248,2011-10-02,18:30,SK Sturm Graz,SV Ried,Bundesliga,2011/12,10,Franco Foda,Paul Gludovatz,1,0
1249,2011-10-07,20:00,SV Horn,SV Schwechat,Regionalliga Ost,2011/12,10,Michael Streiter,?,1,1
1250,2011-10-08,16:00,WSG Wattens,TSV Neumarkt,Regionalliga West,2011/12,12,Roland Kirchler,?,3,1
1251,2011-10-08,18:00,Villacher SV,Grazer AK,Regionalliga Mitte,2011/12,10,?,Ales Ceh,0,2
1252,2011-10-14,18:30,SC Rheindorf Altach,SKN St. Pölten,2. Liga,2011/12,15,Adi Hütter,Martin Scherb,1,0
1253,2011-10-14,18:30,First Vienna FC,SV Grödig,2. Liga,2011/12,15,Alfred Tatar,Heimo Pfeifenberger,1,1
1254,2011-10-14,18:30,FC Blau Weiß Linz,FC Lustenau,2. Liga,2011/12,15,Thomas Weissenböck,Damir Canadi,1,6
1255,2011-10-14,18:30,SC Austria Lustenau,WAC - St. Andrä,2. Liga,2011/12,15,Helgi Kolvidsson,Nenad Bjelica,1,1
1256,2011-10-14,19:00,SC/ESV Parndorf,SV Horn,Regionalliga Ost,2011/12,11,?,Michael Streiter,0,2
1257,2011-10-14,20:30,TSV Hartberg,LASK,2. Liga,2011/12,15,Kurt Garger,Walter Schachner,0,2
1258,2011-10-15,16:00,Grazer AK,SV Gleinstätten,Regionalliga Mitte,2011/12,11,Ales Ceh,?,0,0
1259,2011-10-15,16:00,SV Kapfenberg,FC Admira Wacker Mödling,Bundesliga,2011/12,11,Werner Gregoritsch,Dietmar Kühbauer,0,0
1260,2011-10-15,18:30,Red Bull Salzburg,FC Wacker Innsbruck,Bundesliga,2011/12,11,Ricardo Moniz,Walter Kogler,1,1
1261,2011-10-15,18:30,SV Ried,FK Austria Wien,Bundesliga,2011/12,11,Paul Gludovatz,Karl Daxbacher,2,1
1262,2011-10-15,18:30,SK Rapid Wien,SC Wiener Neustadt,Bundesliga,2011/12,11,Peter Schöttel,Peter Stöger,1,1
1263,2011-10-16,15:30,SV Austria Salzburg,WSG Wattens,Regionalliga West,2011/12,13,?,Roland Kirchler,0,1
1264,2011-10-16,16:00,SV Mattersburg,SK Sturm Graz,Bundesliga,2011/12,11,Franz Lederer,Franco Foda,3,3
1265,2011-10-20,19:00,AZ Alkmaar,FK Austria Wien,Europa League,2011/12,Gruppe G,?,Karl Daxbacher,2,2
1266,2011-10-20,19:00,SK Sturm Graz,RSC Anderlecht,Europa League,2011/12,Gruppe L,Franco Foda,?,0,2
1267,2011-10-20,21:05,Athletic Bilbao,Red Bull Salzburg,Europa League,2011/12,Gruppe F,?,Ricardo Moniz,2,2
1268,2011-10-21,18:30,SV Grödig,FC Blau Weiß Linz,2. Liga,2011/12,16,Heimo Pfeifenberger,Thomas Weissenböck,1,3
1269,2011-10-21,18:30,WAC - St. Andrä,TSV Hartberg,2. Liga,2011/12,16,Nenad Bjelica,Kurt Garger,3,0
1270,2011-10-21,18:30,SKN St. Pölten,First Vienna FC,2. Liga,2011/12,16,Martin Scherb,Alfred Tatar,0,3
1271,2011-10-21,18:30,FC Lustenau,SC Rheindorf Altach,2. Liga,2011/12,16,Damir Canadi,Adi Hütter,2,2
1272,2011-10-21,19:00,Union St. Florian,Grazer AK,Regionalliga Mitte,2011/12,12,?,Ales Ceh,1,3
1273,2011-10-21,19:30,SV Horn,SC Neusiedl/See,Regionalliga Ost,2011/12,12,Michael Streiter,?,2,2
1274,2011-10-21,20:30,LASK,SC Austria Lustenau,2. Liga,2011/12,16,Walter Schachner,Helgi Kolvidsson,0,3
1275,2011-10-22,16:00,SV Ried,SV Mattersburg,Bundesliga,2011/12,12,Paul Gludovatz,Franz Lederer,2,0
1276,2011-10-22,16:00,WSG Wattens,FC Wacker Innsbruck II,Regionalliga West,2011/12,14,Roland Kirchler,?,1,1
1277,2011-10-22,18:30,SC Wiener Neustadt,SV Kapfenberg,Bundesliga,2011/12,12,Peter Stöger,Werner Gregoritsch,2,0
1278,2011-10-22,18:30,FC Admira Wacker Mödling,FC Wacker Innsbruck,Bundesliga,2011/12,12,Dietmar Kühbauer,Walter Kogler,3,2
1279,2011-10-23,16:00,FK Austria Wien,SK Rapid Wien,Bundesliga,2011/12,12,Karl Daxbacher,Peter Schöttel,1,1
1280,2011-10-23,18:30,SK Sturm Graz,Red Bull Salzburg,Bundesliga,2011/12,12,Franco Foda,Ricardo Moniz,2,1
1281,2011-10-25,18:30,SC Austria Lustenau,FC Lustenau,ÖFB-Cup,2011/12,Achtelfinale,Helgi Kolvidsson,Damir Canadi,4,1
1282,2011-10-25,19:00,FC Wacker Innsbruck,SV Grödig,ÖFB-Cup,2011/12,Achtelfinale,?,Heimo Pfeifenberger,0,1
1283,2011-10-25,19:00,Red Bull Juniors Salzburg,FC Blau Weiß Linz,ÖFB-Cup,2011/12,Achtelfinale,?,Thomas Weissenböck,3,1
1284,2011-10-25,19:00,FC Wacker Innsbruck,SV Grödig,ÖFB-Cup,2011/12,Achtelfinale,Walter Kogler,?,0,1
1285,2011-10-25,19:00,SK Rapid Wien II,TSV Hartberg,ÖFB-Cup,2011/12,Achtelfinale,?,Kurt Garger,0,2
1286,2011-10-26,10:30,SVG Reichenau,FK Austria Wien,ÖFB-Cup,2011/12,Achtelfinale,?,Karl Daxbacher,0,2
1287,2011-10-26,16:00,Red Bull Salzburg,LASK,ÖFB-Cup,2011/12,Achtelfinale,Ricardo Moniz,?,2,1
1288,2011-10-26,16:00,SK Rapid Wien,SV Ried,ÖFB-Cup,2011/12,Achtelfinale,Peter Schöttel,Paul Gludovatz,1,2
1289,2011-10-26,16:00,Red Bull Salzburg,LASK,ÖFB-Cup,2011/12,Achtelfinale,?,Walter Schachner,2,1
1290,2011-10-26,18:00,SK Sturm Graz,FC Admira Wacker Mödling,ÖFB-Cup,2011/12,Achtelfinale,Franco Foda,Dietmar Kühbauer,3,1
1291,2011-10-28,18:30,SC Austria Lustenau,FC Lustenau,2. Liga,2011/12,17,Helgi Kolvidsson,Damir Canadi,2,0
1292,2011-10-28,18:30,TSV Hartberg,SKN St. Pölten,2. Liga,2011/12,17,Kurt Garger,Martin Scherb,1,1
1293,2011-10-28,18:30,SC Rheindorf Altach,FC Blau Weiß Linz,2. Liga,2011/12,17,Adi Hütter,Thomas Weissenböck,2,0
1294,2011-10-28,19:30,SKU Amstetten,SV Horn,Regionalliga Ost,2011/12,13,?,Michael Streiter,1,3
1295,2011-10-28,20:30,First Vienna FC,WAC - St. Andrä,2. Liga,2011/12,17,Alfred Tatar,Nenad Bjelica,2,3
1296,2011-10-29,15:30,FC Hard,WSG Wattens,Regionalliga West,2011/12,15,?,Roland Kirchler,0,4
1297,2011-10-29,16:00,Red Bull Salzburg,SV Ried,Bundesliga,2011/12,13,Ricardo Moniz,Paul Gludovatz,1,1
1298,2011-10-29,16:00,LASK,SV Grödig,2. Liga,2011/12,17,Walter Schachner,Heimo Pfeifenberger,2,1
1299,2011-10-29,17:00,Grazer AK,SV Allerheiligen,Regionalliga Mitte,2011/12,13,Ales Ceh,?,2,2
1300,2011-10-29,18:30,SV Mattersburg,FC Admira Wacker Mödling,Bundesliga,2011/12,13,Franz Lederer,Dietmar Kühbauer,0,0
1301,2011-10-29,18:30,SK Rapid Wien,SK Sturm Graz,Bundesliga,2011/12,13,Peter Schöttel,Franco Foda,3,2
1302,2011-10-29,18:30,FC Wacker Innsbruck,SC Wiener Neustadt,Bundesliga,2011/12,13,Walter Kogler,Peter Stöger,2,0
1303,2011-10-30,16:00,SV Kapfenberg,FK Austria Wien,Bundesliga,2011/12,13,Werner Gregoritsch,Karl Daxbacher,2,2
1304,2011-11-03,19:00,Red Bull Salzburg,Athletic Bilbao,Europa League,2011/12,Gruppe F,Ricardo Moniz,?,0,1
1305,2011-11-03,21:05,FK Austria Wien,AZ Alkmaar,Europa League,2011/12,Gruppe G,Karl Daxbacher,?,2,2
1306,2011-11-03,21:05,RSC Anderlecht,SK Sturm Graz,Europa League,2011/12,Gruppe L,?,Franco Foda,3,0
1307,2011-11-04,18:30,FC Lustenau,TSV Hartberg,2. Liga,2011/12,18,Damir Canadi,Kurt Garger,2,2
1308,2011-11-04,18:30,SV Grödig,SC Rheindorf Altach,2. Liga,2011/12,18,Heimo Pfeifenberger,Adi Hütter,2,1
1309,2011-11-04,18:30,FC Blau Weiß Linz,First Vienna FC,2. Liga,2011/12,18,Thomas Weissenböck,Alfred Tatar,4,1
1310,2011-11-04,18:30,SKN St. Pölten,SC Austria Lustenau,2. Liga,2011/12,18,Martin Scherb,Helgi Kolvidsson,2,1
1311,2011-11-04,19:00,Donawitzer SV Leoben,Grazer AK,Regionalliga Mitte,2011/12,14,?,Ales Ceh,1,1
1312,2011-11-04,19:30,SV Horn,1. SC Sollenau,Regionalliga Ost,2011/12,14,Michael Streiter,?,3,1
1313,2011-11-04,20:30,WAC - St. Andrä,LASK,2. Liga,2011/12,18,Nenad Bjelica,Walter Schachner,1,1
1314,2011-11-05,14:00,Red Bull Juniors Salzburg,WSG Wattens,Regionalliga West,2011/12,16,?,Roland Kirchler,3,3
1315,2011-11-05,16:00,SC Wiener Neustadt,FC Admira Wacker Mödling,Bundesliga,2011/12,14,Peter Stöger,Dietmar Kühbauer,0,0
1316,2011-11-05,18:30,SV Ried,SK Rapid Wien,Bundesliga,2011/12,14,Paul Gludovatz,Peter Schöttel,1,1
1317,2011-11-06,16:00,SK Sturm Graz,SV Kapfenberg,Bundesliga,2011/12,14,Franco Foda,Werner Gregoritsch,1,0
1318,2011-11-06,16:00,SV Mattersburg,Red Bull Salzburg,Bundesliga,2011/12,14,Franz Lederer,Ricardo Moniz,3,0
1319,2011-11-06,18:30,FK Austria Wien,FC Wacker Innsbruck,Bundesliga,2011/12,14,Karl Daxbacher,Walter Kogler,2,2
1320,2011-11-12,15:30,Grazer AK,FC Pasching,Regionalliga Mitte,2011/12,15,Ales Ceh,?,6,0
1321,2011-11-12,16:00,WSG Wattens,SV Hall,Regionalliga West,2011/12,17,Roland Kirchler,?,2,0
1322,2011-11-12,17:00,SC Ritzing,SV Horn,Regionalliga Ost,2011/12,15,?,Michael Streiter,0,0
1323,2011-11-18,18:30,FC Lustenau,LASK,2. Liga,2011/12,19,Damir Canadi,Walter Schachner,1,1
1324,2011-11-18,18:30,SV Grödig,SC Austria Lustenau,2. Liga,2011/12,19,Heimo Pfeifenberger,Helgi Kolvidsson,1,2
1325,2011-11-18,18:30,SKN St. Pölten,WAC - St. Andrä,2. Liga,2011/12,19,Martin Scherb,Nenad Bjelica,3,2
1326,2011-11-18,18:30,FC Blau Weiß Linz,TSV Hartberg,2. Liga,2011/12,19,Thomas Weissenböck,Kurt Garger,1,1
1327,2011-11-18,20:30,SC Rheindorf Altach,First Vienna FC,2. Liga,2011/12,19,Adi Hütter,Alfred Tatar,4,2
1328,2011-11-19,16:00,SC Wiener Neustadt,SK Sturm Graz,Bundesliga,2011/12,15,Peter Stöger,Franco Foda,3,1
1329,2011-11-19,18:30,FC Admira Wacker Mödling,FK Austria Wien,Bundesliga,2011/12,15,Dietmar Kühbauer,Karl Daxbacher,0,3
1330,2011-11-19,18:30,FC Wacker Innsbruck,SV Mattersburg,Bundesliga,2011/12,15,Walter Kogler,Franz Lederer,1,1
1331,2011-11-19,18:30,SV Kapfenberg,SV Ried,Bundesliga,2011/12,15,Werner Gregoritsch,Paul Gludovatz,1,3
1332,2011-11-20,16:00,SK Rapid Wien,Red Bull Salzburg,Bundesliga,2011/12,15,Peter Schöttel,Ricardo Moniz,4,2
1333,2011-11-25,18:30,SC Austria Lustenau,FC Blau Weiß Linz,2. Liga,2011/12,20,Helgi Kolvidsson,Thomas Weissenböck,1,3
1334,2011-11-25,18:30,TSV Hartberg,SC Rheindorf Altach,2. Liga,2011/12,20,Kurt Garger,Adi Hütter,0,2
1335,2011-11-25,18:30,First Vienna FC,FC Lustenau,2. Liga,2011/12,20,Alfred Tatar,Damir Canadi,2,3
1336,2011-11-25,18:30,WAC - St. Andrä,SV Grödig,2. Liga,2011/12,20,Nenad Bjelica,Heimo Pfeifenberger,3,2
1337,2011-11-25,20:30,LASK,SKN St. Pölten,2. Liga,2011/12,20,Walter Schachner,Martin Scherb,2,1
1338,2011-11-26,16:00,SV Ried,FC Wacker Innsbruck,Bundesliga,2011/12,16,Paul Gludovatz,Walter Kogler,1,0
1339,2011-11-26,18:30,FK Austria Wien,SC Wiener Neustadt,Bundesliga,2011/12,16,Karl Daxbacher,Peter Stöger,2,2
1340,2011-11-26,18:30,SV Mattersburg,SK Rapid Wien,Bundesliga,2011/12,16,Franz Lederer,Peter Schöttel,1,2
1341,2011-11-26,18:30,Red Bull Salzburg,SV Kapfenberg,Bundesliga,2011/12,16,Ricardo Moniz,Manfred Unger,6,0
1342,2011-11-27,15:00,SK Sturm Graz,FC Admira Wacker Mödling,Bundesliga,2011/12,16,Franco Foda,Dietmar Kühbauer,3,1
1343,2011-11-28,18:30,FC Blau Weiß Linz,LASK,2. Liga,2011/12,21,Thomas Weissenböck,Walter Schachner,2,2
1344,2011-11-29,18:30,SC Rheindorf Altach,SC Austria Lustenau,2. Liga,2011/12,21,Adi Hütter,Helgi Kolvidsson,1,1
1345,2011-11-29,18:30,First Vienna FC,TSV Hartberg,2. Liga,2011/12,21,Alfred Tatar,Kurt Garger,1,2
1346,2011-11-29,18:30,FC Lustenau,WAC - St. Andrä,2. Liga,2011/12,21,Damir Canadi,Nenad Bjelica,0,2
1347,2011-11-29,18:30,SV Grödig,SKN St. Pölten,2. Liga,2011/12,21,Heimo Pfeifenberger,Martin Scherb,2,0
1348,2011-11-30,19:00,Metalist Kharkiv,FK Austria Wien,Europa League,2011/12,Gruppe G,?,Karl Daxbacher,4,1
1349,2011-12-01,18:00,Lokomotiv Moskau,SK Sturm Graz,Europa League,2011/12,Gruppe L,?,Franco Foda,3,1
1350,2011-12-01,21:05,Red Bull Salzburg,FC Paris Saint-Germain,Europa League,2011/12,Gruppe F,Ricardo Moniz,?,2,0
1351,2011-12-03,16:00,FK Austria Wien,SV Mattersburg,Bundesliga,2011/12,17,Karl Daxbacher,Franz Lederer,0,0
1352,2011-12-03,18:30,SV Kapfenberg,SK Rapid Wien,Bundesliga,2011/12,17,Thomas von Heesen,Peter Schöttel,0,0
1353,2011-12-03,18:30,FC Admira Wacker Mödling,SV Ried,Bundesliga,2011/12,17,Dietmar Kühbauer,Paul Gludovatz,1,1
